New Fault Map Bit,Tag Name,Description,,Asset,Used,New Manual Intervention Map Bit,Tag Name,Description,,Asset,Used,New Warning Map Bit,Tag Name,Description,Asset,Used,,,,Tag,Word,Bit
,FB1[4].7,,FB1[4].7 ~ ,,,,MB1[4].7,03P054/112 PANEL POWER OR COMMS OFF FAULT,MB1[4].7 ~ 03P054/112 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[4].7,,,,,,,WB1,4,7
,FB1[4].8,03P054/112 ROLLER BED SKID TROUBLE FAULT,FB1[4].8 ~ 03P054/112 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[4].8,,MB1[4].8 ~ ,,,,WB1[4].8,,,,,,,WB1,4,8
,FB1[4].9,03P050/113 BUFFER BELT OVERLOAD FAULT,FB1[4].9 ~ 03P050/113 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[4].9,,MB1[4].9 ~ ,,,,WB1[4].9,,,,,,,WB1,4,9
,FB1[4].10,03P050/113 BUFFER BELT XFER TIME-OUT  FAULT,FB1[4].10 ~ 03P050/113 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[4].10,,MB1[4].10 ~ ,,,,WB1[4].10,,,,,,,WB1,4,10
,FB1[4].11,,FB1[4].11 ~ ,,,,MB1[4].11,03P050/113 BUFFER BELT START/STOP OPERATED FAULT,MB1[4].11 ~ 03P050/113 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[4].11,,,,,,,WB1,4,11
,FB1[4].12,03P050/114 ROLLER BED OVERLOAD FAULT,FB1[4].12 ~ 03P050/114 ROLLER BED OVERLOAD FAULT,3,X,,MB1[4].12,,MB1[4].12 ~ ,,,,WB1[4].12,,,,,,,WB1,4,12
,FB1[4].13,,FB1[4].13 ~ ,,,,MB1[4].13,03P050/114 PANEL POWER OR COMMS OFF FAULT,MB1[4].13 ~ 03P050/114 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[4].13,,,,,,,WB1,4,13
,FB1[4].14,03P050/114 ROLLER BED SKID TROUBLE FAULT,FB1[4].14 ~ 03P050/114 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[4].14,,MB1[4].14 ~ ,,,,WB1[4].14,,,,,,,WB1,4,14
,FB1[4].15,03P046/115 INTERMEDIATE ROLLER OVERLOAD FAULT,FB1[4].15 ~ 03P046/115 INTERMEDIATE ROLLER OVERLOAD FAULT,3,X,,MB1[4].15,,MB1[4].15 ~ ,,,,WB1[4].15,,,,,,,WB1,4,15
,FB1[4].16,,FB1[4].16 ~ ,,,,MB1[4].16,,MB1[4].16 ~ ,,,,WB1[4].16,,,,,,,WB1,4,16
,FB1[4].17,,FB1[4].17 ~ ,,,,MB1[4].17,,MB1[4].17 ~ ,,,,WB1[4].17,,,,,,,WB1,4,17
,FB1[4].18,,FB1[4].18 ~ ,,,,MB1[4].18,,MB1[4].18 ~ ,,,,WB1[4].18,,,,,,,WB1,4,18
,FB1[4].19,,FB1[4].19 ~ ,,,,MB1[4].19,,MB1[4].19 ~ ,,,,WB1[4].19,,,,,,,WB1,4,19
,FB1[4].20,,FB1[4].20 ~ ,,,,MB1[4].20,,MB1[4].20 ~ ,,,,WB1[4].20,,,,,,,WB1,4,20
,FB1[4].21,,FB1[4].21 ~ ,,,,MB1[4].21,,MB1[4].21 ~ ,,,,WB1[4].21,,,,,,,WB1,4,21
,FB1[4].22,,FB1[4].22 ~ ,,,,MB1[4].22,,MB1[4].22 ~ ,,,,WB1[4].22,,,,,,,WB1,4,22
,FB1[4].23,,FB1[4].23 ~ ,,,,MB1[4].23,,MB1[4].23 ~ ,,,,WB1[4].23,,,,,,,WB1,4,23
,FB1[4].24,,FB1[4].24 ~ ,,,,MB1[4].24,,MB1[4].24 ~ ,,,,WB1[4].24,,,,,,,WB1,4,24
,FB1[4].25,,FB1[4].25 ~ ,,,,MB1[4].25,,MB1[4].25 ~ ,,,,WB1[4].25,,,,,,,WB1,4,25
,FB1[4].26,,FB1[4].26 ~ ,,,,MB1[4].26,,MB1[4].26 ~ ,,,,WB1[4].26,,,,,,,WB1,4,26
,FB1[4].27,,FB1[4].27 ~ ,,,,MB1[4].27,,MB1[4].27 ~ ,,,,WB1[4].27,,,,,,,WB1,4,27
,FB1[4].28,,FB1[4].28 ~ ,,,,MB1[4].28,,MB1[4].28 ~ ,,,,WB1[4].28,,,,,,,WB1,4,28
,FB1[4].29,,FB1[4].29 ~ ,,,,MB1[4].29,,MB1[4].29 ~ ,,,,WB1[4].29,,,,,,,WB1,4,29
,FB1[4].30,,FB1[4].30 ~ ,,,,MB1[4].30,,MB1[4].30 ~ ,,,,WB1[4].30,,,,,,,WB1,4,30
,FB1[4].31,,FB1[4].31 ~ ,,,,MB1[4].31,,MB1[4].31 ~ ,,,,WB1[4].31,,,,,,,WB1,4,31
,FB1[5].0,03P047/116 BUFFER BELT OVERLOAD FAULT,FB1[5].0 ~ 03P047/116 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[5].0,,MB1[5].0 ~ ,,,,WB1[5].0,,,,,,,WB1,5,0
,FB1[5].1,03P047/116 BUFFERBELT TRANSFER TIME-OUT FAULT,FB1[5].1 ~ 03P047/116 BUFFERBELT TRANSFER TIME-OUT FAULT,3,X,,MB1[5].1,,MB1[5].1 ~ ,,,,WB1[5].1,,,,,,,WB1,5,1
,FB1[5].2,,FB1[5].2 ~ ,,,,MB1[5].2,03P047/116 BUFFER BELT START/STOP OPERATED FAULT,MB1[5].2 ~ 03P047/116 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[5].2,,,,,,,WB1,5,2
,FB1[5].3,03P047/117 ROLLER BED OVERLOAD FAULT,FB1[5].3 ~ 03P047/117 ROLLER BED OVERLOAD FAULT,3,X,,MB1[5].3,,MB1[5].3 ~ ,,,,WB1[5].3,,,,,,,WB1,5,3
,FB1[5].4,,FB1[5].4 ~ ,,,,MB1[5].4,03P047/117 PANEL POWER OR COMMS OFF FAULT,MB1[5].4 ~ 03P047/117 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[5].4,,,,,,,WB1,5,4
,FB1[5].5,03P047/117 ROLLER BED SKID TROUBLE FAULT,FB1[5].5 ~ 03P047/117 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[5].5,,MB1[5].5 ~ ,,,,WB1[5].5,,,,,,,WB1,5,5
,FB1[5].6,03P048/118 BUFFER BELT OVERLOAD FAULT,FB1[5].6 ~ 03P048/118 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[5].6,,MB1[5].6 ~ ,,,,WB1[5].6,,,,,,,WB1,5,6
,FB1[5].7,03P048/118 BUFFER BELT XFER TIME-OUT  FAULT,FB1[5].7 ~ 03P048/118 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[5].7,,MB1[5].7 ~ ,,,,WB1[5].7,,,,,,,WB1,5,7
,FB1[5].8,,FB1[5].8 ~ ,,,,MB1[5].8,03P048/118 BUFFER BELT START/STOP OPERATED FAULT,MB1[5].8 ~ 03P048/118 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[5].8,,,,,,,WB1,5,8
,FB1[5].9,03P048/119 ROLLER BED OVERLOAD FAULT,FB1[5].9 ~ 03P048/119 ROLLER BED OVERLOAD FAULT,3,X,,MB1[5].9,,MB1[5].9 ~ ,,,,WB1[5].9,,,,,,,WB1,5,9
,FB1[5].10,,FB1[5].10 ~ ,,,,MB1[5].10,03P048/119 PANEL POWER OR COMMS OFF FAULT,MB1[5].10 ~ 03P048/119 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[5].10,,,,,,,WB1,5,10
,FB1[5].11,03P048/119 ROLLER BED SKID TROUBLE FAULT,FB1[5].11 ~ 03P048/119 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[5].11,,MB1[5].11 ~ ,,,,WB1[5].11,,,,,,,WB1,5,11
,FB1[5].12,03P046/120 INTERMEDIATE ROLLER OVERLOAD FAULT,FB1[5].12 ~ 03P046/120 INTERMEDIATE ROLLER OVERLOAD FAULT,3,X,,MB1[5].12,,MB1[5].12 ~ ,,,,WB1[5].12,,,,,,,WB1,5,12
,FB1[5].13,03P056/121 BUFFER BELT OVERLOAD FAULT,FB1[5].13 ~ 03P056/121 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[5].13,,MB1[5].13 ~ ,,,,WB1[5].13,,,,,,,WB1,5,13
,FB1[5].14,03P056/121 BUFFER BELT XFER TIME-OUT  FAULT,FB1[5].14 ~ 03P056/121 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[5].14,,MB1[5].14 ~ ,,,,WB1[5].14,,,,,,,WB1,5,14
,FB1[5].15,,FB1[5].15 ~ ,,,,MB1[5].15,03P056/121 BUFFER BELT START/STOP OPERATED FAULT,MB1[5].15 ~ 03P056/121 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[5].15,,,,,,,WB1,5,15
,FB1[5].16,,FB1[5].16 ~ ,,,,MB1[5].16,,MB1[5].16 ~ ,,,,WB1[5].16,,,,,,,WB1,5,16
,FB1[5].17,,FB1[5].17 ~ ,,,,MB1[5].17,,MB1[5].17 ~ ,,,,WB1[5].17,,,,,,,WB1,5,17
,FB1[5].18,,FB1[5].18 ~ ,,,,MB1[5].18,,MB1[5].18 ~ ,,,,WB1[5].18,,,,,,,WB1,5,18
,FB1[5].19,,FB1[5].19 ~ ,,,,MB1[5].19,,MB1[5].19 ~ ,,,,WB1[5].19,,,,,,,WB1,5,19
,FB1[5].20,,FB1[5].20 ~ ,,,,MB1[5].20,,MB1[5].20 ~ ,,,,WB1[5].20,,,,,,,WB1,5,20
,FB1[5].21,,FB1[5].21 ~ ,,,,MB1[5].21,,MB1[5].21 ~ ,,,,WB1[5].21,,,,,,,WB1,5,21
,FB1[5].22,,FB1[5].22 ~ ,,,,MB1[5].22,,MB1[5].22 ~ ,,,,WB1[5].22,,,,,,,WB1,5,22
,FB1[5].23,,FB1[5].23 ~ ,,,,MB1[5].23,,MB1[5].23 ~ ,,,,WB1[5].23,,,,,,,WB1,5,23
,FB1[5].24,,FB1[5].24 ~ ,,,,MB1[5].24,,MB1[5].24 ~ ,,,,WB1[5].24,,,,,,,WB1,5,24
,FB1[5].25,,FB1[5].25 ~ ,,,,MB1[5].25,,MB1[5].25 ~ ,,,,WB1[5].25,,,,,,,WB1,5,25
,FB1[5].26,,FB1[5].26 ~ ,,,,MB1[5].26,,MB1[5].26 ~ ,,,,WB1[5].26,,,,,,,WB1,5,26
,FB1[5].27,,FB1[5].27 ~ ,,,,MB1[5].27,,MB1[5].27 ~ ,,,,WB1[5].27,,,,,,,WB1,5,27
,FB1[5].28,,FB1[5].28 ~ ,,,,MB1[5].28,,MB1[5].28 ~ ,,,,WB1[5].28,,,,,,,WB1,5,28
,FB1[5].29,,FB1[5].29 ~ ,,,,MB1[5].29,,MB1[5].29 ~ ,,,,WB1[5].29,,,,,,,WB1,5,29
,FB1[5].30,,FB1[5].30 ~ ,,,,MB1[5].30,,MB1[5].30 ~ ,,,,WB1[5].30,,,,,,,WB1,5,30
,FB1[5].31,,FB1[5].31 ~ ,,,,MB1[5].31,,MB1[5].31 ~ ,,,,WB1[5].31,,,,,,,WB1,5,31
,FB1[6].0,03P056/122 ROLLER BED OVERLOAD FAULT,FB1[6].0 ~ 03P056/122 ROLLER BED OVERLOAD FAULT,3,X,,MB1[6].0,,MB1[6].0 ~ ,,,,WB1[6].0,,,,,,,WB1,6,0
,FB1[6].1,,FB1[6].1 ~ ,,,,MB1[6].1,03P056/122 PANEL POWER OR COMMS OFF FAULT,MB1[6].1 ~ 03P056/122 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[6].1,,,,,,,WB1,6,1
,FB1[6].2,03P056/122 ROLLER BED SKID TROUBLE FAULT,FB1[6].2 ~ 03P056/122 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[6].2,,MB1[6].2 ~ ,,,,WB1[6].2,,,,,,,WB1,6,2
,FB1[6].3,03P051/123 BUFFER BELT OVERLOAD FAULT,FB1[6].3 ~ 03P051/123 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[6].3,,MB1[6].3 ~ ,,,,WB1[6].3,,,,,,,WB1,6,3
,FB1[6].4,03P051/123 BUFFER BELT XFER TIME-OUT  FAULT,FB1[6].4 ~ 03P051/123 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[6].4,,MB1[6].4 ~ ,,,,WB1[6].4,,,,,,,WB1,6,4
,FB1[6].5,,FB1[6].5 ~ ,,,,MB1[6].5,03P051/123 BUFFER BELT START/STOP OPERATED FAULT,MB1[6].5 ~ 03P051/123 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[6].5,,,,,,,WB1,6,5
,FB1[6].6,03P051/124 ROLLER BED OVERLOAD FAULT,FB1[6].6 ~ 03P051/124 ROLLER BED OVERLOAD FAULT,3,X,,MB1[6].6,,MB1[6].6 ~ ,,,,WB1[6].6,,,,,,,WB1,6,6
,FB1[6].7,,FB1[6].7 ~ ,,,,MB1[6].7,03P051/124 PANEL POWER OR COMMS OFF FAULT,MB1[6].7 ~ 03P051/124 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[6].7,,,,,,,WB1,6,7
,FB1[6].8,03P051/124 ROLLER BED SKID TROUBLE FAULT,FB1[6].8 ~ 03P051/124 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[6].8,,MB1[6].8 ~ ,,,,WB1[6].8,,,,,,,WB1,6,8
,FB1[6].9,03P049/125 INTERMEDIATE ROLLER OVERLOAD FAULT,FB1[6].9 ~ 03P049/125 INTERMEDIATE ROLLER OVERLOAD FAULT,3,X,,MB1[6].9,,MB1[6].9 ~ ,,,,WB1[6].9,,,,,,,WB1,6,9
,FB1[6].10,03P057/126 BUFFER BELT OVERLOAD FAULT,FB1[6].10 ~ 03P057/126 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[6].10,,MB1[6].10 ~ ,,,,WB1[6].10,,,,,,,WB1,6,10
,FB1[6].11,03P057/126 BUFFER BELT XFER TIME-OUT  FAULT,FB1[6].11 ~ 03P057/126 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[6].11,,MB1[6].11 ~ ,,,,WB1[6].11,,,,,,,WB1,6,11
,FB1[6].12,,FB1[6].12 ~ ,,,,MB1[6].12,03P057/126 BUFFER BELT START/STOP OPERATED FAULT,MB1[6].12 ~ 03P057/126 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[6].12,,,,,,,WB1,6,12
,FB1[6].13,03P057/127 ROLLER BED OVERLOAD FAULT,FB1[6].13 ~ 03P057/127 ROLLER BED OVERLOAD FAULT,3,X,,MB1[6].13,,MB1[6].13 ~ ,,,,WB1[6].13,,,,,,,WB1,6,13
,FB1[6].14,,FB1[6].14 ~ ,,,,MB1[6].14,03P057/127 PANEL POWER OR COMMS OFF FAULT,MB1[6].14 ~ 03P057/127 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[6].14,,,,,,,WB1,6,14
,FB1[6].15,03P057/127 ROLLER BED SKID TROUBLE FAULT,FB1[6].15 ~ 03P057/127 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[6].15,,MB1[6].15 ~ ,,,,WB1[6].15,,,,,,,WB1,6,15
,FB1[6].16,,FB1[6].16 ~ ,,,,MB1[6].16,,MB1[6].16 ~ ,,,,WB1[6].16,,,,,,,WB1,6,16
,FB1[6].17,,FB1[6].17 ~ ,,,,MB1[6].17,,MB1[6].17 ~ ,,,,WB1[6].17,,,,,,,WB1,6,17
,FB1[6].18,,FB1[6].18 ~ ,,,,MB1[6].18,,MB1[6].18 ~ ,,,,WB1[6].18,,,,,,,WB1,6,18
,FB1[6].19,,FB1[6].19 ~ ,,,,MB1[6].19,,MB1[6].19 ~ ,,,,WB1[6].19,,,,,,,WB1,6,19
,FB1[6].20,,FB1[6].20 ~ ,,,,MB1[6].20,,MB1[6].20 ~ ,,,,WB1[6].20,,,,,,,WB1,6,20
,FB1[6].21,,FB1[6].21 ~ ,,,,MB1[6].21,,MB1[6].21 ~ ,,,,WB1[6].21,,,,,,,WB1,6,21
,FB1[6].22,,FB1[6].22 ~ ,,,,MB1[6].22,,MB1[6].22 ~ ,,,,WB1[6].22,,,,,,,WB1,6,22
,FB1[6].23,,FB1[6].23 ~ ,,,,MB1[6].23,,MB1[6].23 ~ ,,,,WB1[6].23,,,,,,,WB1,6,23
,FB1[6].24,,FB1[6].24 ~ ,,,,MB1[6].24,,MB1[6].24 ~ ,,,,WB1[6].24,,,,,,,WB1,6,24
,FB1[6].25,,FB1[6].25 ~ ,,,,MB1[6].25,,MB1[6].25 ~ ,,,,WB1[6].25,,,,,,,WB1,6,25
,FB1[6].26,,FB1[6].26 ~ ,,,,MB1[6].26,,MB1[6].26 ~ ,,,,WB1[6].26,,,,,,,WB1,6,26
,FB1[6].27,,FB1[6].27 ~ ,,,,MB1[6].27,,MB1[6].27 ~ ,,,,WB1[6].27,,,,,,,WB1,6,27
,FB1[6].28,,FB1[6].28 ~ ,,,,MB1[6].28,,MB1[6].28 ~ ,,,,WB1[6].28,,,,,,,WB1,6,28
,FB1[6].29,,FB1[6].29 ~ ,,,,MB1[6].29,,MB1[6].29 ~ ,,,,WB1[6].29,,,,,,,WB1,6,29
,FB1[6].30,,FB1[6].30 ~ ,,,,MB1[6].30,,MB1[6].30 ~ ,,,,WB1[6].30,,,,,,,WB1,6,30
,FB1[6].31,,FB1[6].31 ~ ,,,,MB1[6].31,,MB1[6].31 ~ ,,,,WB1[6].31,,,,,,,WB1,6,31
,FB1[7].0,03P052/128 BUFFER BELT OVERLOAD FAULT,FB1[7].0 ~ 03P052/128 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[7].0,,MB1[7].0 ~ ,,,,WB1[7].0,,,,,,,WB1,7,0
,FB1[7].1,03P052/128 BUFFER BELT XFER TIME-OUT  FAULT,FB1[7].1 ~ 03P052/128 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[7].1,,MB1[7].1 ~ ,,,,WB1[7].1,,,,,,,WB1,7,1
,FB1[7].2,,FB1[7].2 ~ ,,,,MB1[7].2,03P052/128 BUFFER BELT START/STOP OPERATED FAULT,MB1[7].2 ~ 03P052/128 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[7].2,,,,,,,WB1,7,2
,FB1[7].3,03P052/129 ROLLER BED OVERLOAD FAULT,FB1[7].3 ~ 03P052/129 ROLLER BED OVERLOAD FAULT,3,X,,MB1[7].3,,MB1[7].3 ~ ,,,,WB1[7].3,,,,,,,WB1,7,3
,FB1[7].4,,FB1[7].4 ~ ,,,,MB1[7].4,03P052/129 PANEL POWER OR COMMS OFF FAULT,MB1[7].4 ~ 03P052/129 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[7].4,,,,,,,WB1,7,4
,FB1[7].5,03P052/129 ROLLER BED SKID TROUBLE FAULT,FB1[7].5 ~ 03P052/129 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[7].5,,MB1[7].5 ~ ,,,,WB1[7].5,,,,,,,WB1,7,5
,FB1[7].6,03P049/130 INTERMEDIATE ROLLER OVERLOAD FAULT,FB1[7].6 ~ 03P049/130 INTERMEDIATE ROLLER OVERLOAD FAULT,3,X,,MB1[7].6,,MB1[7].6 ~ ,,,,WB1[7].6,,,,,,,WB1,7,6
,FB1[7].7,03P049/131 BUFFER BELT OVERLOAD FAULT,FB1[7].7 ~ 03P049/131 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[7].7,,MB1[7].7 ~ ,,,,WB1[7].7,,,,,,,WB1,7,7
,FB1[7].8,03P055/131 BUFFER BELT XFER TIME-OUT  FAULT,FB1[7].8 ~ 03P055/131 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[7].8,,MB1[7].8 ~ ,,,,WB1[7].8,,,,,,,WB1,7,8
,FB1[7].9,,FB1[7].9 ~ ,,,,MB1[7].9,03P055/131 BUFFER BELT START/STOP OPERATED FAULT,MB1[7].9 ~ 03P055/131 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[7].9,,,,,,,WB1,7,9
,FB1[7].10,03P055/132 ROLLER BED OVERLOAD FAULT,FB1[7].10 ~ 03P055/132 ROLLER BED OVERLOAD FAULT,3,X,,MB1[7].10,,MB1[7].10 ~ ,,,,WB1[7].10,,,,,,,WB1,7,10
,FB1[7].11,,FB1[7].11 ~ ,,,,MB1[7].11,03P055/132 PANEL POWER OR COMMS OFF FAULT,MB1[7].11 ~ 03P055/132 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[7].11,,,,,,,WB1,7,11
,FB1[7].12,03P055/132 ROLLER BED SKID TROUBLE FAULT,FB1[7].12 ~ 03P055/132 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[7].12,,MB1[7].12 ~ ,,,,WB1[7].12,,,,,,,WB1,7,12
,FB1[7].13,03P053/133 BUFFER BELT OVERLOAD FAULT,FB1[7].13 ~ 03P053/133 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[7].13,,MB1[7].13 ~ ,,,,WB1[7].13,,,,,,,WB1,7,13
,FB1[7].14,03P053/133 BUFFER BELT XFER TIME-OUT  FAULT,FB1[7].14 ~ 03P053/133 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[7].14,,MB1[7].14 ~ ,,,,WB1[7].14,,,,,,,WB1,7,14
,FB1[7].15,,FB1[7].15 ~ ,,,,MB1[7].15,03P053/133 BUFFER BELT START/STOP OPERATED FAULT,MB1[7].15 ~ 03P053/133 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[7].15,,,,,,,WB1,7,15
,FB1[7].16,,FB1[7].16 ~ ,,,,MB1[7].16,,MB1[7].16 ~ ,,,,WB1[7].16,,,,,,,WB1,7,16
,FB1[7].17,,FB1[7].17 ~ ,,,,MB1[7].17,,MB1[7].17 ~ ,,,,WB1[7].17,,,,,,,WB1,7,17
,FB1[7].18,,FB1[7].18 ~ ,,,,MB1[7].18,,MB1[7].18 ~ ,,,,WB1[7].18,,,,,,,WB1,7,18
,FB1[7].19,,FB1[7].19 ~ ,,,,MB1[7].19,,MB1[7].19 ~ ,,,,WB1[7].19,,,,,,,WB1,7,19
,FB1[7].20,,FB1[7].20 ~ ,,,,MB1[7].20,,MB1[7].20 ~ ,,,,WB1[7].20,,,,,,,WB1,7,20
,FB1[7].21,,FB1[7].21 ~ ,,,,MB1[7].21,,MB1[7].21 ~ ,,,,WB1[7].21,,,,,,,WB1,7,21
,FB1[7].22,,FB1[7].22 ~ ,,,,MB1[7].22,,MB1[7].22 ~ ,,,,WB1[7].22,,,,,,,WB1,7,22
,FB1[7].23,,FB1[7].23 ~ ,,,,MB1[7].23,,MB1[7].23 ~ ,,,,WB1[7].23,,,,,,,WB1,7,23
,FB1[7].24,,FB1[7].24 ~ ,,,,MB1[7].24,,MB1[7].24 ~ ,,,,WB1[7].24,,,,,,,WB1,7,24
,FB1[7].25,,FB1[7].25 ~ ,,,,MB1[7].25,,MB1[7].25 ~ ,,,,WB1[7].25,,,,,,,WB1,7,25
,FB1[7].26,,FB1[7].26 ~ ,,,,MB1[7].26,,MB1[7].26 ~ ,,,,WB1[7].26,,,,,,,WB1,7,26
,FB1[7].27,,FB1[7].27 ~ ,,,,MB1[7].27,,MB1[7].27 ~ ,,,,WB1[7].27,,,,,,,WB1,7,27
,FB1[7].28,,FB1[7].28 ~ ,,,,MB1[7].28,,MB1[7].28 ~ ,,,,WB1[7].28,,,,,,,WB1,7,28
,FB1[7].29,,FB1[7].29 ~ ,,,,MB1[7].29,,MB1[7].29 ~ ,,,,WB1[7].29,,,,,,,WB1,7,29
,FB1[7].30,,FB1[7].30 ~ ,,,,MB1[7].30,,MB1[7].30 ~ ,,,,WB1[7].30,,,,,,,WB1,7,30
,FB1[7].31,,FB1[7].31 ~ ,,,,MB1[7].31,,MB1[7].31 ~ ,,,,WB1[7].31,,,,,,,WB1,7,31
,FB1[8].0,03P053/134 ROLLER BED OVERLOAD FAULT,FB1[8].0 ~ 03P053/134 ROLLER BED OVERLOAD FAULT,3,X,,MB1[8].0,,MB1[8].0 ~ ,,,,WB1[8].0,,,,,,,WB1,8,0
,FB1[8].1,,FB1[8].1 ~ ,,,,MB1[8].1,03P053/134 PANEL POWER OR COMMS OFF FAULT,MB1[8].1 ~ 03P053/134 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[8].1,,,,,,,WB1,8,1
,FB1[8].2,03P053/134 ROLLER BED SKID TROUBLE FAULT,FB1[8].2 ~ 03P053/134 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[8].2,,MB1[8].2 ~ ,,,,WB1[8].2,,,,,,,WB1,8,2
,FB1[8].3,03P058/135 ROLLER BED OVERLOAD FAULT,FB1[8].3 ~ 03P058/135 ROLLER BED OVERLOAD FAULT,3,X,,MB1[8].3,,MB1[8].3 ~ ,,,,WB1[8].3,,,,,,,WB1,8,3
,FB1[8].4,,FB1[8].4 ~ ,,,,MB1[8].4,03P058/135 PANEL POWER OR COMMS OFF FAULT,MB1[8].4 ~ 03P058/135 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[8].4,,,,,,,WB1,8,4
,FB1[8].5,03P058/135 ROLLER BED SKID TROUBLE FAULT,FB1[8].5 ~ 03P058/135 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[8].5,,MB1[8].5 ~ ,,,,WB1[8].5,,,,,,,WB1,8,5
,FB1[8].6,03P058/136 BUFFERBELT OVERLOAD FAULT,FB1[8].6 ~ 03P058/136 BUFFERBELT OVERLOAD FAULT,3,X,,MB1[8].6,,MB1[8].6 ~ ,,,,WB1[8].6,,,,,,,WB1,8,6
,FB1[8].7,03P059/136 BUFFER BELT XFER TIME-OUT  FAULT,FB1[8].7 ~ 03P059/136 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[8].7,,MB1[8].7 ~ ,,,,WB1[8].7,,,,,,,WB1,8,7
,FB1[8].8,,FB1[8].8 ~ ,,,,MB1[8].8,03P058/136 BUFFER BELT START/STOP OPERATED FAULT,MB1[8].8 ~ 03P058/136 BUFFER BELT START/STOP OPERATED FAULT,3,X,,WB1[8].8,,,,,,,WB1,8,8
,FB1[8].9,03P059/137 ROLLER BED OVERLOAD FAULT,FB1[8].9 ~ 03P059/137 ROLLER BED OVERLOAD FAULT,3,X,,MB1[8].9,,MB1[8].9 ~ ,,,,WB1[8].9,,,,,,,WB1,8,9
,FB1[8].10,,FB1[8].10 ~ ,,,,MB1[8].10,03P059/137 PANEL POWER OR COMMS OFF FAULT,MB1[8].10 ~ 03P059/137 PANEL POWER OR COMMS OFF FAULT,3,X,,WB1[8].10,,,,,,,WB1,8,10
,FB1[8].11,03P059/137 ROLLER BED SKID TROUBLE FAULT,FB1[8].11 ~ 03P059/137 ROLLER BED SKID TROUBLE FAULT,3,X,,MB1[8].11,,MB1[8].11 ~ ,,,,WB1[8].11,,,,,,,WB1,8,11
,FB1[8].12,03P049/138 BUFFER BELT OVERLOAD FAULT,FB1[8].12 ~ 03P049/138 BUFFER BELT OVERLOAD FAULT,3,X,,MB1[8].12,,MB1[8].12 ~ ,,,,WB1[8].12,,,,,,,WB1,8,12
,FB1[8].13,03P058/138 BUFFER BELT XFER TIME-OUT  FAULT,FB1[8].13 ~ 03P058/138 BUFFER BELT XFER TIME-OUT  FAULT,3,X,,MB1[8].13,,MB1[8].13 ~ ,,,,WB1[8].13,,,,,,,WB1,8,13
