Trigger Value,Faults,Manual Interventions
335,FB1[10].15 ~ 03P37D/082 STOPPER OVERLOAD FAULT,MB1[10].15 ~ 
336,FB1[10].16 ~ ,MB1[10].16 ~ 
337,FB1[10].17 ~ ,MB1[10].17 ~ 
338,FB1[10].18 ~ ,MB1[10].18 ~ 
339,FB1[10].19 ~ ,MB1[10].19 ~ 
340,FB1[10].20 ~ ,MB1[10].20 ~ 
341,FB1[10].21 ~ ,MB1[10].21 ~ 
342,FB1[10].22 ~ ,MB1[10].22 ~ 
343,FB1[10].23 ~ ,MB1[10].23 ~ 
344,FB1[10].24 ~ ,MB1[10].24 ~ 
345,FB1[10].25 ~ ,MB1[10].25 ~ 
346,FB1[10].26 ~ ,MB1[10].26 ~ 
347,FB1[10].27 ~ ,MB1[10].27 ~ 
348,FB1[10].28 ~ ,MB1[10].28 ~ 
349,FB1[10].29 ~ ,MB1[10].29 ~ 
350,FB1[10].30 ~ ,MB1[10].30 ~ 
351,FB1[10].31 ~ ,MB1[10].31 ~ 
352,FB1[11].0 ~ 03P37D/082 STOPPER TIME-OUT FAULT,MB1[11].0 ~ 
353,FB1[11].1 ~ 03P37D/082 STOPPER SWITCH PAIR FAULT,MB1[11].1 ~ 
354,FB1[11].2 ~ 03P38C/085 STOPPER OVERLOAD FAULT,MB1[11].2 ~ 
355,FB1[11].3 ~ 03P38C/085 STOPPER TIME-OUT FAULT,MB1[11].3 ~ 
356,FB1[11].4 ~ 03P38C/085 STOPPER SWITCH PAIR FAULT,MB1[11].4 ~ 
357,FB1[11].5 ~ 03P38D/088 STOPPER OVERLOAD FAULT,MB1[11].5 ~ 
358,FB1[11].6 ~ 03P38D/088 STOPPER TIME-OUT FAULT,MB1[11].6 ~ 
359,FB1[11].7 ~ 03P38D/088 STOPPER SWITCH PAIR FAULT,MB1[11].7 ~ 
360,FB1[11].8 ~ 03P046/096 LIFT TABLE OVERLOAD FAULT,MB1[11].8 ~ 
361,FB1[11].9 ~ 03P046/096 LIFT TABLE TIME-OUT FAULT,MB1[11].9 ~ 
362,FB1[11].10 ~ 03P046/096 LIFT TABLE SWITCH PAIR FAULT,MB1[11].10 ~ 
363,FB1[11].11 ~ 03P046/096 LIFT TABLE SKID XFER TIMEOUT TO 03LT097,MB1[11].11 ~ 
364,FB1[11].12 ~ 03P046/097 LIFT TABLE OVERLOAD FAULT,MB1[11].12 ~ 
365,FB1[11].13 ~ 03P046/097 LIFT TABLE TIME-OUT FAULT,MB1[11].13 ~ 
366,FB1[11].14 ~ 03P046/097 LIFT TABLE SWITCH PAIR FAULT,MB1[11].14 ~ 
367,FB1[11].15 ~ 03P046/097 LIFT TABLE SKID XFER TIMEOUT TO 03LT098,MB1[11].15 ~ 
368,FB1[11].16 ~ ,MB1[11].16 ~ 
369,FB1[11].17 ~ ,MB1[11].17 ~ 
370,FB1[11].18 ~ ,MB1[11].18 ~ 
371,FB1[11].19 ~ ,MB1[11].19 ~ 
372,FB1[11].20 ~ ,MB1[11].20 ~ 
373,FB1[11].21 ~ ,MB1[11].21 ~ 
374,FB1[11].22 ~ ,MB1[11].22 ~ 
375,FB1[11].23 ~ ,MB1[11].23 ~ 
376,FB1[11].24 ~ ,MB1[11].24 ~ 
377,FB1[11].25 ~ ,MB1[11].25 ~ 
378,FB1[11].26 ~ ,MB1[11].26 ~ 
379,FB1[11].27 ~ ,MB1[11].27 ~ 
380,FB1[11].28 ~ ,MB1[11].28 ~ 
381,FB1[11].29 ~ ,MB1[11].29 ~ 
382,FB1[11].30 ~ ,MB1[11].30 ~ 
383,FB1[11].31 ~ ,MB1[11].31 ~ 
384,FB1[12].0 ~ 03P046/098 LIFT TABLE OVERLOAD FAULT,MB1[12].0 ~ 
385,FB1[12].1 ~ 03P046/098 LIFT TABLE TIME-OUT FAULT,MB1[12].1 ~ 
386,FB1[12].2 ~ 03P046/098 LIFT TABLE SWITCH PAIR FAULT,MB1[12].2 ~ 
387,FB1[12].3 ~ 03P046/098 LIFT TABLE SKID XFER TIMEOUT TO 03LT098,MB1[12].3 ~ 
388,FB1[12].4 ~ 03P046/099 LIFT TABLE OVERLOAD FAULT,MB1[12].4 ~ 
389,FB1[12].5 ~ 03P046/099 LIFT TABLE TIME-OUT FAULT,MB1[12].5 ~ 
390,FB1[12].6 ~ 03P046/099 LIFT TABLE SWITCH PAIR FAULT,MB1[12].6 ~ 
391,FB1[12].7 ~ 03P046/099 LIFT TABLE SKID XFER TIMEOUT TO 03LT100,MB1[12].7 ~ 
392,FB1[12].8 ~ 03P046/100 LIFT TABLE OVERLOAD FAULT,MB1[12].8 ~ 
393,FB1[12].9 ~ 03P046/100 LIFT TABLE TIME-OUT FAULT,MB1[12].9 ~ 
394,FB1[12].10 ~ 03P046/100 LIFT TABLE SWITCH PAIR FAULT,MB1[12].10 ~ 
395,FB1[12].11 ~ 03P046/100 LIFT TABLE SKID XFER TIMEOUT TO 03LT101,MB1[12].11 ~ 
396,FB1[12].12 ~ 03P046/101 LIFT TABLE OVERLOAD FAULT,MB1[12].12 ~ 
397,FB1[12].13 ~ 03P046/101 LIFT TABLE TIME-OUT FAULT,MB1[12].13 ~ 
398,FB1[12].14 ~ 03P046/101 LIFT TABLE SWITCH PAIR FAULT,MB1[12].14 ~ 
399,FB1[12].15 ~ 03P046/101 LIFT TABLE SKID XFER TIMEOUT TO 03LT102,MB1[12].15 ~ 
400,FB1[12].16 ~ ,MB1[12].16 ~ 
401,FB1[12].17 ~ ,MB1[12].17 ~ 
402,FB1[12].18 ~ ,MB1[12].18 ~ 
403,FB1[12].19 ~ ,MB1[12].19 ~ 
404,FB1[12].20 ~ ,MB1[12].20 ~ 
405,FB1[12].21 ~ ,MB1[12].21 ~ 
406,FB1[12].22 ~ ,MB1[12].22 ~ 
407,FB1[12].23 ~ ,MB1[12].23 ~ 
408,FB1[12].24 ~ ,MB1[12].24 ~ 
409,FB1[12].25 ~ ,MB1[12].25 ~ 
410,FB1[12].26 ~ ,MB1[12].26 ~ 
411,FB1[12].27 ~ ,MB1[12].27 ~ 
412,FB1[12].28 ~ ,MB1[12].28 ~ 
413,FB1[12].29 ~ ,MB1[12].29 ~ 
414,FB1[12].30 ~ ,MB1[12].30 ~ 
415,FB1[12].31 ~ ,MB1[12].31 ~ 
416,FB1[13].0 ~ 03P046/102 LIFT TABLE OVERLOAD FAULT,MB1[13].0 ~ 
417,FB1[13].1 ~ 03P046/102 LIFT TABLE TIME-OUT FAULT,MB1[13].1 ~ 
418,FB1[13].2 ~ 03P046/102 LIFT TABLE SWITCH PAIR FAULT,MB1[13].2 ~ 
419,FB1[13].3 ~ 03P47A/107 STOPPER OVERLOAD FAULT,MB1[13].3 ~ 
420,FB1[13].4 ~ 03P47A/107 STOPPER TIME-OUT FAULT,MB1[13].4 ~ 
421,FB1[13].5 ~ 03P47A/107 STOPPER SWITCH PAIR FAULT,MB1[13].5 ~ 
422,FB1[13].6 ~ 03P48A/109 STOPPER OVERLOAD FAULT,MB1[13].6 ~ 
423,FB1[13].7 ~ 03P48A/109 STOPPER TIME-OUT FAULT,MB1[13].7 ~ 
424,FB1[13].8 ~ 03P48A/109 STOPPER SWITCH PAIR FAULT,MB1[13].8 ~ 
425,FB1[13].9 ~ 03P054/112 STOPPER OVERLOAD FAULT,MB1[13].9 ~ 
426,FB1[13].10 ~ 03P054/112 STOPPER TIME-OUT FAULT,MB1[13].10 ~ 
427,FB1[13].11 ~ 03P054/112 STOPPER SWITCH PAIR FAULT,MB1[13].11 ~ 
428,FB1[13].12 ~ 03P050/114 STOPPER OVERLOAD FAULT,MB1[13].12 ~ 
429,FB1[13].13 ~ 03P050/114 STOPPER TIME-OUT FAULT,MB1[13].13 ~ 
430,FB1[13].14 ~ 03P050/114 STOPPER SWITCH PAIR FAULT,MB1[13].14 ~ 
431,FB1[13].15 ~ 03P047/117 STOPPER OVERLOAD FAULT,MB1[13].15 ~ 
432,FB1[13].16 ~ ,MB1[13].16 ~ 
433,FB1[13].17 ~ ,MB1[13].17 ~ 
434,FB1[13].18 ~ ,MB1[13].18 ~ 
435,FB1[13].19 ~ ,MB1[13].19 ~ 
436,FB1[13].20 ~ ,MB1[13].20 ~ 
437,FB1[13].21 ~ ,MB1[13].21 ~ 
438,FB1[13].22 ~ ,MB1[13].22 ~ 
439,FB1[13].23 ~ ,MB1[13].23 ~ 
440,FB1[13].24 ~ ,MB1[13].24 ~ 
441,FB1[13].25 ~ ,MB1[13].25 ~ 
442,FB1[13].26 ~ ,MB1[13].26 ~ 
443,FB1[13].27 ~ ,MB1[13].27 ~ 
444,FB1[13].28 ~ ,MB1[13].28 ~ 
445,FB1[13].29 ~ ,MB1[13].29 ~ 
446,FB1[13].30 ~ ,MB1[13].30 ~ 
447,FB1[13].31 ~ ,MB1[13].31 ~ 
448,FB1[14].0 ~ 03P047/117 STOPPER TIME-OUT FAULT,MB1[14].0 ~ 
449,FB1[14].1 ~ 03P047/117 STOPPER SWITCH PAIR FAULT,MB1[14].1 ~ 
450,FB1[14].2 ~ 03P048/119 STOPPER OVERLOAD FAULT,MB1[14].2 ~ 
451,FB1[14].3 ~ 03P048/119 STOPPER TIME-OUT FAULT,MB1[14].3 ~ 
452,FB1[14].4 ~ 03P048/119 STOPPER SWITCH PAIR FAULT,MB1[14].4 ~ 
453,FB1[14].5 ~ 03P056/122 STOPPER OVERLOAD FAULT,MB1[14].5 ~ 
454,FB1[14].6 ~ 03P056/122 STOPPER TIME-OUT FAULT,MB1[14].6 ~ 
455,FB1[14].7 ~ 03P056/122 STOPPER SWITCH PAIR FAULT,MB1[14].7 ~ 
456,FB1[14].8 ~ 03P051/124 STOPPER OVERLOAD FAULT,MB1[14].8 ~ 
457,FB1[14].9 ~ 03P051/124 STOPPER TIME-OUT FAULT,MB1[14].9 ~ 
458,FB1[14].10 ~ 03P051/124 STOPPER SWITCH PAIR FAULT,MB1[14].10 ~ 
459,FB1[14].11 ~ 03P057/127 STOPPER OVERLOAD FAULT,MB1[14].11 ~ 
460,FB1[14].12 ~ 03P057/127 STOPPER TIME-OUT FAULT,MB1[14].12 ~ 
461,FB1[14].13 ~ 03P057/127 STOPPER SWITCH PAIR FAULT,MB1[14].13 ~ 
462,FB1[14].14 ~ 03P052/129 STOPPER OVERLOAD FAULT,MB1[14].14 ~ 
463,FB1[14].15 ~ 03P052/129 STOPPER TIME-OUT FAULT,MB1[14].15 ~ 
464,FB1[14].16 ~ ,MB1[14].16 ~ 
465,FB1[14].17 ~ ,MB1[14].17 ~ 
466,FB1[14].18 ~ ,MB1[14].18 ~ 
467,FB1[14].19 ~ ,MB1[14].19 ~ 
468,FB1[14].20 ~ ,MB1[14].20 ~ 
469,FB1[14].21 ~ ,MB1[14].21 ~ 
470,FB1[14].22 ~ ,MB1[14].22 ~ 
471,FB1[14].23 ~ ,MB1[14].23 ~ 
472,FB1[14].24 ~ ,MB1[14].24 ~ 
473,FB1[14].25 ~ ,MB1[14].25 ~ 
474,FB1[14].26 ~ ,MB1[14].26 ~ 
475,FB1[14].27 ~ ,MB1[14].27 ~ 
476,FB1[14].28 ~ ,MB1[14].28 ~ 
477,FB1[14].29 ~ ,MB1[14].29 ~ 
478,FB1[14].30 ~ ,MB1[14].30 ~ 
479,FB1[14].31 ~ ,MB1[14].31 ~ 
480,FB1[15].0 ~ 03P052/129 STOPPER SWITCH PAIR FAULT,MB1[15].0 ~ 
481,FB1[15].1 ~ 03P055/132 STOPPER OVERLOAD FAULT,MB1[15].1 ~ 
482,FB1[15].2 ~ 03P055/132 STOPPER TIME-OUT FAULT,MB1[15].2 ~ 
483,FB1[15].3 ~ 03P055/132 STOPPER SWITCH PAIR FAULT,MB1[15].3 ~ 
484,FB1[15].4 ~ 03P053/134 STOPPER OVERLOAD FAULT,MB1[15].4 ~ 
485,FB1[15].5 ~ 03P053/134 STOPPER TIME-OUT FAULT,MB1[15].5 ~ 
486,FB1[15].6 ~ 03P053/134 STOPPER SWITCH PAIR FAULT,MB1[15].6 ~ 
487,FB1[15].7 ~ 03P058/135 STOPPER OVERLOAD FAULT,MB1[15].7 ~ 
488,FB1[15].8 ~ 03P058/135 STOPPER TIME-OUT FAULT,MB1[15].8 ~ 
489,FB1[15].9 ~ 03P058/135 STOPPER SWITCH PAIR FAULT,MB1[15].9 ~ 
490,FB1[15].10 ~ 03P059/137 STOPPER OVERLOAD FAULT,MB1[15].10 ~ 
491,FB1[15].11 ~ 03P059/137 STOPPER TIME-OUT FAULT,MB1[15].11 ~ 
492,FB1[15].12 ~ 03P059/137 STOPPER SWITCH PAIR FAULT,MB1[15].12 ~ 
493,FB1[15].13 ~ 03P049/151 LIFT TABLE OVERLOAD FAULT,MB1[15].13 ~ 
494,FB1[15].14 ~ 03P049/151 LIFT TABLE TIME-OUT FAULT,MB1[15].14 ~ 
495,FB1[15].15 ~ 03P049/151 LIFT TABLE SWITCH PAIR FAULT,MB1[15].15 ~ 
496,FB1[15].16 ~ ,MB1[15].16 ~ 
497,FB1[15].17 ~ ,MB1[15].17 ~ 
498,FB1[15].18 ~ ,MB1[15].18 ~ 
499,FB1[15].19 ~ ,MB1[15].19 ~ 
500,FB1[15].20 ~ ,MB1[15].20 ~ 
501,FB1[15].21 ~ ,MB1[15].21 ~ 
502,FB1[15].22 ~ ,MB1[15].22 ~ 
503,FB1[15].23 ~ ,MB1[15].23 ~ 
504,FB1[15].24 ~ ,MB1[15].24 ~ 
505,FB1[15].25 ~ ,MB1[15].25 ~ 
506,FB1[15].26 ~ ,MB1[15].26 ~ 
507,FB1[15].27 ~ ,MB1[15].27 ~ 
508,FB1[15].28 ~ ,MB1[15].28 ~ 
509,FB1[15].29 ~ ,MB1[15].29 ~ 
510,FB1[15].30 ~ ,MB1[15].30 ~ 
511,FB1[15].31 ~ ,MB1[15].31 ~ 
512,FB1[16].0 ~ 03P049/151 LIFT TABLE SKID XFER TIMEOUT TO 03LT152,MB1[16].0 ~ 
513,FB1[16].1 ~ 03P049/152 LIFT TABLE OVERLOAD FAULT,MB1[16].1 ~ 
514,FB1[16].2 ~ 03P049/152 LIFT TABLE TIME-OUT FAULT,MB1[16].2 ~ 
515,FB1[16].3 ~ 03P049/152 LIFT TABLE SWITCH PAIR FAULT,MB1[16].3 ~ 
516,FB1[16].4 ~ 03P049/152 LIFT TABLE SKID XFER TIMEOUT TO 03LT153,MB1[16].4 ~ 
517,FB1[16].5 ~ 03P049/153 LIFT TABLE OVERLOAD FAULT,MB1[16].5 ~ 
518,FB1[16].6 ~ 03P049/153 LIFT TABLE TIME-OUT FAULT,MB1[16].6 ~ 
519,FB1[16].7 ~ 03P049/153 LIFT TABLE SWITCH PAIR FAULT,MB1[16].7 ~ 
520,FB1[16].8 ~ 03P049/153 LIFT TABLE SKID XFER TIMEOUT TO 03LT153,MB1[16].8 ~ 
521,FB1[16].9 ~ 03P049/154 LIFT TABLE OVERLOAD FAULT,MB1[16].9 ~ 
522,FB1[16].10 ~ 03P049/154 LIFT TABLE TIME-OUT FAULT,MB1[16].10 ~ 
523,FB1[16].11 ~ 03P049/154 LIFT TABLE SWITCH PAIR FAULT,MB1[16].11 ~ 
524,FB1[16].12 ~ 03P049/154 LIFT TABLE SKID XFER TIMEOUT TO 03LT155,MB1[16].12 ~ 
525,FB1[16].13 ~ 03P049/155 LIFT TABLE OVERLOAD FAULT,MB1[16].13 ~ 
526,FB1[16].14 ~ 03P049/155 LIFT TABLE TIME-OUT FAULT,MB1[16].14 ~ 
527,FB1[16].15 ~ 03P049/155 LIFT TABLE SWITCH PAIR FAULT,MB1[16].15 ~ 
528,FB1[16].16 ~ ,MB1[16].16 ~ 
529,FB1[16].17 ~ ,MB1[16].17 ~ 
530,FB1[16].18 ~ ,MB1[16].18 ~ 
531,FB1[16].19 ~ ,MB1[16].19 ~ 
532,FB1[16].20 ~ ,MB1[16].20 ~ 
533,FB1[16].21 ~ ,MB1[16].21 ~ 
534,FB1[16].22 ~ ,MB1[16].22 ~ 
535,FB1[16].23 ~ ,MB1[16].23 ~ 
536,FB1[16].24 ~ ,MB1[16].24 ~ 
537,FB1[16].25 ~ ,MB1[16].25 ~ 
538,FB1[16].26 ~ ,MB1[16].26 ~ 
539,FB1[16].27 ~ ,MB1[16].27 ~ 
540,FB1[16].28 ~ ,MB1[16].28 ~ 
541,FB1[16].29 ~ ,MB1[16].29 ~ 
542,FB1[16].30 ~ ,MB1[16].30 ~ 
543,FB1[16].31 ~ ,MB1[16].31 ~ 
544,FB1[17].0 ~ 03P049/155 LIFT TABLE SKID XFER TIMEOUT TO 03LT156,MB1[17].0 ~ 
545,FB1[17].1 ~ 03P049/156 LIFT TABLE OVERLOAD FAULT,MB1[17].1 ~ 
546,FB1[17].2 ~ 03P049/156 LIFT TABLE TIME-OUT FAULT,MB1[17].2 ~ 
547,FB1[17].3 ~ 03P049/156 LIFT TABLE SWITCH PAIR FAULT,MB1[17].3 ~ 
548,FB1[17].4 ~ 03P049/156 LIFT TABLE SKID XFER TIMEOUT TO 03LT157,MB1[17].4 ~ 
549,FB1[17].5 ~ 03P049/157 LIFT TABLE OVERLOAD FAULT,MB1[17].5 ~ 
550,FB1[17].6 ~ 03P049/157 LIFT TABLE TIME-OUT FAULT,MB1[17].6 ~ 
551,FB1[17].7 ~ 03P049/157 LIFT TABLE SWITCH PAIR FAULT,MB1[17].7 ~ 
552,FB1[17].8 ~ 03P066/160 TURN TABLE BRAKE OVERLOAD TRIPPED,MB1[17].8 ~ 
553,FB1[17].9 ~ 03P066/160 TURN TABLE VFD   FAULT,MB1[17].9 ~ 
554,FB1[17].10 ~ 03P066/160 TURN TABLE TIME-OUT FAULT,MB1[17].10 ~ 
555,FB1[17].11 ~ 03P066/160 TURN TABLE SWITCH PAIR FAULT,MB1[17].11 ~ 
556,FB1[17].12 ~ 03P066/160 TURN TABLE THERMISTOR FAULT,MB1[17].12 ~ 
557,FB1[17].13 ~ CPU 03 R.I.O. FAULT,MB1[17].13 ~ 
558,FB1[17].14 ~ ,MB1[17].14 ~ 
559,FB1[17].15 ~ ,MB1[17].15 ~ CPU 03 MAIN PANEL EMERGENCY STOP
560,FB1[17].16 ~ ,MB1[17].16 ~ 
561,FB1[17].17 ~ ,MB1[17].17 ~ 
562,FB1[17].18 ~ ,MB1[17].18 ~ 
563,FB1[17].19 ~ ,MB1[17].19 ~ 
564,FB1[17].20 ~ ,MB1[17].20 ~ 
565,FB1[17].21 ~ ,MB1[17].21 ~ 
566,FB1[17].22 ~ ,MB1[17].22 ~ 
567,FB1[17].23 ~ ,MB1[17].23 ~ 
568,FB1[17].24 ~ ,MB1[17].24 ~ 
569,FB1[17].25 ~ ,MB1[17].25 ~ 
570,FB1[17].26 ~ ,MB1[17].26 ~ 
571,FB1[17].27 ~ ,MB1[17].27 ~ 
572,FB1[17].28 ~ ,MB1[17].28 ~ 
573,FB1[17].29 ~ ,MB1[17].29 ~ 
574,FB1[17].30 ~ ,MB1[17].30 ~ 
575,FB1[17].31 ~ ,MB1[17].31 ~ 
576,FB1[18].0 ~ ,MB1[18].0 ~ CPU 03 DESK 1 EMERGENCY STOP
577,FB1[18].1 ~ ,MB1[18].1 ~ CPU 03 DESK 2 EMERGENCY STOP
578,FB1[18].2 ~ ,MB1[18].2 ~ CPU 03 DESK 3 EMERGENCY STOP
579,FB1[18].3 ~ ,MB1[18].3 ~ CPU 03 DESK 4 EMERGENCY STOP
580,FB1[18].4 ~ SMARTEYE #01 RS 108 MIS-READ,MB1[18].4 ~ 
581,FB1[18].5 ~ SMARTEYE #02 RS 113 MIS-READ,MB1[18].5 ~ 
582,FB1[18].6 ~ SMARTEYE #03 RS 118 MIS-READ,MB1[18].6 ~ 
583,FB1[18].7 ~ SMARTEYE #04 RS 123 MIS-READ,MB1[18].7 ~ 
584,FB1[18].8 ~ SMARTEYE #05 RS 128 MIS-READ,MB1[18].8 ~ 
585,FB1[18].9 ~ SMARTEYE #06 RS 133 MIS-READ,MB1[18].9 ~ 
586,FB1[18].10 ~ SMARTEYE #07 RS 136 MIS-READ,MB1[18].10 ~ 
587,FB1[18].11 ~ SMARTEYE #09 RS 070 MIS-READ,MB1[18].11 ~ 
588,FB1[18].12 ~ SMARTEYE #10 RS 071 MIS-READ,MB1[18].12 ~ 
589,FB1[18].13 ~ SMARTEYE #11 RS 078 MIS-READ,MB1[18].13 ~ 
590,FB1[18].14 ~ SMARTEYE #12 RS 081 MIS-READ,MB1[18].14 ~ 
591,FB1[18].15 ~ SMARTEYE #13 RS 084 MIS-READ,MB1[18].15 ~ 
592,FB1[18].16 ~ ,MB1[18].16 ~ 
593,FB1[18].17 ~ ,MB1[18].17 ~ 
594,FB1[18].18 ~ ,MB1[18].18 ~ 
595,FB1[18].19 ~ ,MB1[18].19 ~ 
596,FB1[18].20 ~ ,MB1[18].20 ~ 
597,FB1[18].21 ~ ,MB1[18].21 ~ 
598,FB1[18].22 ~ ,MB1[18].22 ~ 
599,FB1[18].23 ~ ,MB1[18].23 ~ 
600,FB1[18].24 ~ ,MB1[18].24 ~ 
601,FB1[18].25 ~ ,MB1[18].25 ~ 
602,FB1[18].26 ~ ,MB1[18].26 ~ 
603,FB1[18].27 ~ ,MB1[18].27 ~ 
604,FB1[18].28 ~ ,MB1[18].28 ~ 
605,FB1[18].29 ~ ,MB1[18].29 ~ 
606,FB1[18].30 ~ ,MB1[18].30 ~ 
607,FB1[18].31 ~ ,MB1[18].31 ~ 
608,FB1[19].0 ~ SMARTEYE #14 RS 087 MIS-READ,MB1[19].0 ~ 
609,FB1[19].1 ~ AREA A SKIDS AT EXIT BUT NOT MOVING,MB1[19].1 ~ 
610,FB1[19].2 ~ ,MB1[19].2 ~ 
611,FB1[19].3 ~ ,MB1[19].3 ~ 
612,FB1[19].4 ~ AREA B SKIDS AT EXIT BUT NOT MOVING,MB1[19].4 ~ 
613,FB1[19].5 ~ ,MB1[19].5 ~ 
614,FB1[19].6 ~ ,MB1[19].6 ~ 
615,FB1[19].7 ~ AREA C SKIDS AT EXIT BUT NOT MOVING,MB1[19].7 ~ 
616,FB1[19].8 ~ ,MB1[19].8 ~ 
617,FB1[19].9 ~ ,MB1[19].9 ~ 
618,FB1[19].10 ~ ,MB1[19].10 ~ ECOAT SPILLOUT LANE DISABLED
619,FB1[19].11 ~ ,MB1[19].11 ~ 
620,FB1[19].12 ~ ,MB1[19].12 ~ 
621,FB1[19].13 ~ ,MB1[19].13 ~ EXIT FROM E-COAT OVENS DESK 1 IN MANUAL
622,FB1[19].14 ~ ,MB1[19].14 ~ ENTRY TO SEALER LINE DESK 2 IN MANUAL
623,FB1[19].15 ~ ,MB1[19].15 ~ MID E-COAT STRIP DESK 3 IN MANUAL
624,FB1[19].16 ~ ,MB1[19].16 ~ 
625,FB1[19].17 ~ ,MB1[19].17 ~ 
626,FB1[19].18 ~ ,MB1[19].18 ~ 
627,FB1[19].19 ~ ,MB1[19].19 ~ 
628,FB1[19].20 ~ ,MB1[19].20 ~ 
629,FB1[19].21 ~ ,MB1[19].21 ~ 
630,FB1[19].22 ~ ,MB1[19].22 ~ 
631,FB1[19].23 ~ ,MB1[19].23 ~ 
632,FB1[19].24 ~ ,MB1[19].24 ~ 
633,FB1[19].25 ~ ,MB1[19].25 ~ 
634,FB1[19].26 ~ ,MB1[19].26 ~ 
635,FB1[19].27 ~ ,MB1[19].27 ~ 
636,FB1[19].28 ~ ,MB1[19].28 ~ 
637,FB1[19].29 ~ ,MB1[19].29 ~ 
638,FB1[19].30 ~ ,MB1[19].30 ~ 
639,FB1[19].31 ~ ,MB1[19].31 ~ 
640,FB1[20].0 ~ ,MB1[20].0 ~ SOUTH E-COAT STRIP DESK 4 IN MANUAL
641,FB1[20].1 ~ ,MB1[20].1 ~ 
642,FB1[20].2 ~ ,MB1[20].2 ~ CPU-3 RB079 STOPPER DISC 321 OPEN
643,FB1[20].3 ~ ,MB1[20].3 ~ CPU-3 RB082 STOPPER DISC 321 OPEN
644,FB1[20].4 ~ ,MB1[20].4 ~ CPU-3 RBO85 STOPPER DISC 321 OPEN
645,FB1[20].5 ~ ,MB1[20].5 ~ CPU-3 RB088 STOPPER DISC 321 OPEN
646,FB1[20].6 ~ ,MB1[20].6 ~ 
647,FB1[20].7 ~ ,MB1[20].7 ~ 
648,FB1[20].8 ~ ,MB1[20].8 ~ 
649,FB1[20].9 ~ ,MB1[20].9 ~ 
650,FB1[20].10 ~ ,MB1[20].10 ~ 
651,FB1[20].11 ~ ,MB1[20].11 ~ 
652,FB1[20].12 ~ ,MB1[20].12 ~ 
653,FB1[20].13 ~ ,MB1[20].13 ~ 
654,FB1[20].14 ~ ,MB1[20].14 ~ 
655,FB1[20].15 ~ TT160 ROTATE TIMEOUT FLT,MB1[20].15 ~ 
656,FB1[20].16 ~ ,MB1[20].16 ~ 
657,FB1[20].17 ~ ,MB1[20].17 ~ 
658,FB1[20].18 ~ ,MB1[20].18 ~ 
659,FB1[20].19 ~ ,MB1[20].19 ~ 
660,FB1[20].20 ~ ,MB1[20].20 ~ 
661,FB1[20].21 ~ ,MB1[20].21 ~ 
662,FB1[20].22 ~ ,MB1[20].22 ~ 
663,FB1[20].23 ~ ,MB1[20].23 ~ 
664,FB1[20].24 ~ ,MB1[20].24 ~ 
665,FB1[20].25 ~ ,MB1[20].25 ~ 
666,FB1[20].26 ~ ,MB1[20].26 ~ 
667,FB1[20].27 ~ ,MB1[20].27 ~ 
668,FB1[20].28 ~ ,MB1[20].28 ~ 
669,FB1[20].29 ~ ,MB1[20].29 ~ 
670,FB1[20].30 ~ ,MB1[20].30 ~ 
671,FB1[20].31 ~ ,MB1[20].31 ~ 
672,"FB1[21].0 ~ RACK 0 MODULE GROUP 0,1 FAULT",MB1[21].0 ~ 
673,"FB1[21].1 ~ RACK 0 MODULE GROUP 2,3 FAULT",MB1[21].1 ~ 
674,"FB1[21].2 ~ RACK 0 MODULE GROUP 4,5 FAULT",MB1[21].2 ~ 
675,"FB1[21].3 ~ RACK 0 MODULE GROUP 6,7 FAULT",MB1[21].3 ~ 
676,FB1[21].4 ~ ,MB1[21].4 ~ 
677,FB1[21].5 ~ ,MB1[21].5 ~ 
678,FB1[21].6 ~ ,MB1[21].6 ~ 
679,FB1[21].7 ~ ,MB1[21].7 ~ 
680,FB1[21].8 ~ ,MB1[21].8 ~ 
681,FB1[21].9 ~ ,MB1[21].9 ~ 
682,FB1[21].10 ~ ,MB1[21].10 ~ 
683,FB1[21].11 ~ ,MB1[21].11 ~ 
684,FB1[21].12 ~ ,MB1[21].12 ~ 
685,FB1[21].13 ~ ,MB1[21].13 ~ 
686,FB1[21].14 ~ ,MB1[21].14 ~ 
687,FB1[21].15 ~ ,MB1[21].15 ~ 
688,FB1[21].16 ~ ,MB1[21].16 ~ 
689,FB1[21].17 ~ ,MB1[21].17 ~ 
690,FB1[21].18 ~ ,MB1[21].18 ~ 
691,FB1[21].19 ~ ,MB1[21].19 ~ 
692,FB1[21].20 ~ ,MB1[21].20 ~ 
693,FB1[21].21 ~ ,MB1[21].21 ~ 
694,FB1[21].22 ~ ,MB1[21].22 ~ 
695,FB1[21].23 ~ ,MB1[21].23 ~ 
696,FB1[21].24 ~ ,MB1[21].24 ~ 
697,FB1[21].25 ~ ,MB1[21].25 ~ 
698,FB1[21].26 ~ ,MB1[21].26 ~ 
699,FB1[21].27 ~ ,MB1[21].27 ~ 
700,FB1[21].28 ~ ,MB1[21].28 ~ 
701,FB1[21].29 ~ ,MB1[21].29 ~ 
702,FB1[21].30 ~ ,MB1[21].30 ~ 
703,FB1[21].31 ~ ,MB1[21].31 ~ 
704,FB1[22].0 ~ RACK 4 FAULT,MB1[22].0 ~ 
705,FB1[22].1 ~ ,MB1[22].1 ~ 
